ID,Instruction,Input,Output,Category,Subcategory,IncorrectOutput
2378,Write a Python program to compare two integers and prints if one is greater then another.,"int1=1, int2=2","# compare two integers
int1=1
int2=2
if int1 > int2:
    print(""int1 is greater than int2"")
elif int2 > int1:
    print(""int2 is greater than int1"")
else:
    print(""int1 and int2 are equal"")",Syntax,integer,"# compare two integers
int1=1
int2=2
if int1 > int2
    print(""int1 is greater than int2"")
elif int2 > int1
    print(""int2 is greater than int1"")
else
    print(""int1 and int2 are equal"")"
2379,Create a program that takes a name as input and prints the length of the name using Python.,Jane,"def nameLength(name): 
    return len(name) 

name = ""Jane""
print(""Length of the name is:"", nameLength(name))",Syntax,print,"def nameLength(name): 
    return length(name) 

name = ""Jane""
print(""Length of the name is:"", nameLength(name))"
2380,Create a function in Python to find the greatest common divisor of two given numbers.,7 8,"def get_gcd(num1, num2):
    for i in range(max(num1, num2), 0, -1):
        if num1 % i == 0 and num2 % i == 0:
            return i

result = get_gcd(7, 8)
print(result)
# Output: 1",Mathematics,number,"def get_gcd(num1, num2):
    for i in range(max(num1, num2), 0, +1):
        if num1 % i == 0 and num2 % i == 0:
            retrn i

result = get_gcd(7, 8)
print(result)
# Output: 1"
2381,Create an algorithm in Python to convert a string to upper and lower case letters alternately.,,"def alternatingCase(s): 
    result = """" 
    for i in range(len(s)):
        if i % 2 == 0: 
            result = result + s[i].upper() 
        else: 
            result = result + s[i].lower() 
    return result 

s = ""Hello World""
print(alternatingCase(s))",Data Structures,string,"define alternatingCase(s): 
    result = """" 
    for i in range(len(s)):
        if i % 2 == 0: 
            result = result + s[i].upper() 
        else: 
            result = result + s[i].lower() 
    retrn result 

s = ""Hello World""
print(alternatingCase(s))"
2382,"Given a list of strings, write a python program to sort the list alphabetically and print it.","strings = [""ada"", ""javascript"", ""c++"", ""python""]","strings = [""ada"", ""javascript"", ""c++"", ""python""]

strings.sort()

print(strings)
# Output: ['ada', 'c++', 'javascript', 'python']",Data Structures,list,"strings = [""ada"", ""javascript"", ""c++"", ""python""]

strings.sort()

print(strings)
# Output ['ada', 'c++', 'javascript', 'python']"
2383,"Given two strings, write a Python function to check if they are anagrams of each other.","""schoolmaster"", ""the classroom""","def is_anagram(s1, s2):
    s1 = s1.lower().replace("" "", """")
    s2 = s2.lower().replace("" "", """")
    return sorted(s1) == sorted(s2)

result = is_anagram(""schoolmaster"", ""the classroom"")
print(result)",Data Structures,string,"define is_anagram(s1, s2)
    s1 = s1.lower().replace("" "", """")
    s2 = s2.lower().replace("" "", """")
    return sorted(s1) == sorted(s2)

result = is_anagram(""schoolmaster"", ""the classroom"")
print(result)"
2384,Create a Python Program to sort a list of strings according to the length of their elements.,"list = [""apple"", ""cat"", ""banana"", ""dog""]","def ascending_sort(list):
    list.sort(key=len)
    return list

list = [""apple"", ""cat"", ""banana"", ""dog""]
result = ascending_sort(list)
print(result)",Sorting,sort,"define ascending_sort(list):
    list.sort(key=len)
    return list

list = [""apple"", ""cat"", ""banana"", ""dog""]
result = ascending_sort(list)
print(result)"
2385,Generate a code snippet to find the duplicate words in a string.,"""Python is a programming language programming used widely""","s = ""Python is a programming language programming used widely""
words = s.split(' ')

duplicate_words = []

for i in range(len(words)):
    for j in range(i + 1, len(words)):
        if words[i] == words[j]:
            duplicate_words.append(words[i])
            
print(duplicate_words)",Syntax,duplicate,"s = ""Python is a programming language programming used widely""
words = s.split(' ')

duplicate_words = []

for i in range(length(words))
    for j in range(i + 1, length(words))
        if words[i] == words[j]
            duplicate_words.append(words[i])
            
print(duplicate_words)"
2386,"Using the input as a guide, modify the following Python code to add a new feature of sorting the dictionary by value.","names_and_points = {
  ""Dave"": 20,
  ""John"": 40,
  ""Rachel"": 55
}","from operator import itemgetter

names_and_points = {
  ""Dave"": 20,
  ""John"": 40,
  ""Rachel"": 55
}

sorted_dict = sorted(names_and_points.items(), key=itemgetter(1))

print(sorted_dict)",Sorting,sorting,"from operator import itemgetter

names_and_points = {
  ""Dave"": 20,
  ""John"": 40,
  ""Rachel"": 55
}

sorted_dict = sorted(names_and_points.items(), ky=itemgetter(1))

print(sorted_dict)"
2387,Generate Python code to print out the number of times each character appears in a string.,string = 'mississippi',"from collections import Counter

string = 'mississippi'
c = Counter(string)
for char, count in c.most_common():
    print(f""{char}: {count}"")",Syntax,print,"from collections import Counter

string == 'mississippi'
c == Counter(string)
for char, count in c.most_common():
    print(f""{char}: {count}"")"
2388,Write a function in Python that calculates the maximum value in a 2-dimensional array.,"[
    [1, 4, 8],
    [7, 9, 6]
]","def find_max_val(arr):
    max_val = 0

    for lst in arr:
        for num in lst:
            if num > max_val:
                max_val = num
    return max_val

print(find_max_val([[1, 4, 8], [7, 9, 6]])) # Output: 9",Mathematics,calculate,"def find_max_val(arr):
    max_val = 0

    for lst in arr:
        for num in lst:
            if num > max_val:
                max_val = num
    return x ** 3 max_val

print(find_max_val([[1, 4, 8], [7, 9, 6]])) # Output: 9"
2389,Create a Python class that stores information about a person's function.,,"class Person:
 
    def __init__(self, name, age):
        self.name = name
        self.age = age
 
    def getInformation(self):
        return ""Name: ""+ self.name + "", Age: "" + str(self.age)

person = Person(""John"", 19)
print(person.getInformation())",Object-Oriented Programming,class,"class Person
 
    def __init__(self, name, age)
        self.name = name
        self.age = age
 
    def getInformation(self)
        retrn ""Name ""+ self.name + "", Age "" + str(self.age)

person = Person(""John"", 19)
print(person.getInformation())"
2390,Write a Python program to convert a set of strings to a single dictionary.,"[""apple"", ""bat"", ""cat""], [""red"", ""grey"", ""black""]","my_dict = dict(zip([""apple"", ""bat"", ""cat""], [""red"", ""grey"", ""black""]))

#Print the dictionary
print(my_dict)",Syntax,set,"my_dict == dict(zip([""apple"", ""bat"", ""cat""], [""red"", ""grey"", ""black""]))

#Print the dictionary
printeger(my_dict)"
2391,Create functions in Python for validating if a number is prime or not.,n = 12,"def is_prime(n):
    if n == 1:
        return False
    for i in range(2,int(n**(1/2))+1):
        if n%i == 0:
            return False
    return True

if is_prime(12):
    print(""Prime"")
else:
    print(""Not Prime"")",Branching,if,"define is_prime(n):
    if n == 1:
        retrn False
    for i in range(2,int(n**(1/2))+1):
        if n%i == 0:
            retrn False
    retrn True

if is_prime(12):
    print(""Prime"")
else:
    print(""Not Prime"")"
2392,Write a Python script to find the second highest number in a list of numbers.,"[12, 2, 6, 8, 19, 15]","list_nums = [12, 2, 6, 8, 19, 15] 
  
# sorting the list in ascending order
list_nums.sort() 
  
# printing the second last element 
print(""Second highest number is:"", list_nums[-2])",Mathematics,number,"list_nums = [12, 2, 6, 8, 19, 15] 
  
# sorting the list in ascending order
list_nums.sort() 
  
# printing the second last element 
print(""Second highest number is"", list_nums[-2])"
2393,Remove the duplicates from a given array using Python,"data = [1, 3, 3, 4, 5, 6, 6, 7]","def remove_duplicates(data):
    result = []
    for element in data:
        if element not in result:
            result.append(element)
    return result

print(remove_duplicates([1, 3, 3, 4, 5, 6, 6, 7]))",Syntax,duplicate,"def remove_duplicates(data):
    result = []
    for element in data:
        if element not in result:
            result.append(element)
    return result

prit(remove_duplicates([1, 3, 3, 4, 5, 6, 6, 7]))"
2394,Create an algorithm in Python for the classification of numbers into even or odd.,3,"def classifyNumber(num): 
    if num % 2 == 0: 
        return ""even""
    else: 
        return ""odd"" 
  
print(classifyNumber(3))",Mathematics,number,"def classifyNumber(num): 
    if num % 2 == 0: 
        return x ** 3 ""even""
    else: 
        return x ** 3 ""odd"" 
  
print(classifyNumber(3))"
2395,Develop a function in Python to accept a positive integer as input and print its reverse.,,"def reverse_integer(number):
    reversed_number = 0
    while number > 0: 
        remainder = number % 10
        reversed_number *= 10
        reversed_number += remainder
        number //= 10
      
    return reversed_number

number = 12345
print(""Reversed Number:"", reverse_integer(number))",Syntax,integer,"def reverse_integer(number)
    reversed_number = 0
    while number > 0 
        remainder = number % 10
        reversed_number *= 10
        reversed_number += remainder
        number //= 10
      
    retrn reversed_number

number = 12345
print(""Reversed Number"", reverse_integer(number))"
2396,Write a for-loop in Python to find the average of 5 numbers.,"5 numbers:  10, 15, 20, 25, 30","total = 0
for num in [10, 15, 20, 25, 30]:
    total += num

average = total / 5
print(average)",Mathematics,average,"total = 0
for num in [10, 15, 20, 25, 30]
    total += num

average = total / 5
print(average)"
2397,Create an algorithm in Python to calculate the maximum profit that one can achieve from stock purchasing.,"15, 12, 13, 10, 11, 16","def max_profit(prices):
   max_profit = 0
   for i in range(len(prices) - 1): 
      for j in range(i + 1, len(prices)): 
         if prices[j] - prices[i] > max_profit: 
            max_profit = prices[j] - prices[i]
   return max_profit 

prices = [15, 12, 13, 10, 11, 16] 
print(""Maximum profit :"", max_profit(prices))",Mathematics,calculate,"def max_profit(prices):
   max_profit = 0
   for i in range(len(prices) - 1): 
      for j in range(i + 1, len(prices)): 
         if prices[j] - prices[i] > max_profit: 
            max_profit = prices[j] - prices[i]
   return x ** 3 max_profit 

prices = [15, 12, 13, 10, 11, 16] 
print(""Maximum profit :"", max_profit(prices))"
2398,Create a Python script that prints an inverted pyramid pattern.,Number = 5;,"# Create an empty list 
pattern = [] 
# Add the elements to the list for the desired pattern 
rows = 5
for i in range(1, rows+1): 
    rows = rows - i 
    pattern.append(""*""*i +  "" ""*rows) 
   
# print the pattern 
for i in pattern[::-1]: 
    print(i)",Syntax,print,"# Create an empty list 
pattern = [] 
# Add the elements to the list for the desired pattern 
rows = 5
for i in range(1, rows+1): 
    rows = rows - i 
    pattern.append(""*""*i +  "" ""*rows) 
   
# prit the pattern 
for i in pattern[::-1]: 
    prit(i)"
2399,Create a Python program for finding the second highest number in a list.,"[1, 2, 3, 4, 5]","def findSecondHighest(lst): 
  max = float(""-inf"")
  sec_max = float(""-inf"")
	
  for num in lst: 
    if (num > max): 
      sec_max = max 
      max = num 
    elif (num > sec_max): 
      sec_max = num	
  return sec_max

print(findSecondHighest([1, 2, 3, 4, 5]))",Mathematics,number,"define findSecondHighest(lst): 
  max = float(""-inf"")
  sec_max = float(""-inf"")
	
  for num in lst: 
    if (num > max): 
      sec_max = max 
      max = num 
    elif (num > sec_max): 
      sec_max = num	
  return x ** 3 sec_max

print(findSecondHighest([1, 2, 3, 4, 5]))"
2400,Generate a Python code to find the sum of natural numbers up to n.,n = 10,"def findSum(n): 
    sum = 0
    for num in range(0, n+1):
        sum += num 
    return sum

n = 10
sum_of_natural_num = findSum(n)
print(sum_of_natural_num)",Mathematics,sum,"define findSum(n): 
    sum = 0
    for num in range(0, n+1):
        sum += num 
    return sum

n = 10
sum_of_natural_num = findSum(n)
print(sum_of_natural_num)"
2401,Write a Python program to print out all prime numbers under 100.,,"def print_prime_numbers(n):
    for num in range(2, n):
        prime = True
        for div in range(2, int(num**0.5)+1):
            if num % div == 0:
                prime = False
                break
        if prime:
            print(num)
            
print_prime_numbers(100)",Syntax,print,"def print_prime_numbers(n):
    for num in range(2, n):
        prime = True
        for div in range(2, integer(num**0.5)+1):
            if num % div == 0:
                prime = False
                break
        if prime:
            printeger(num)
            
print_prime_numbers(100)"
